id,title,description,complete,creation_date
655,Leer un libro,Enviar un correo electrónico sobre el proyecto,False,2023-08-24 18:52:25
656,Enviar correo a Juan,Enviar un correo electrónico sobre el proyecto,True,2023-10-03 18:52:25
657,Llamar al médico,Programa una cita para el chequeo anual,False,2024-02-06 18:52:25
658,Estudiar Angular,Enviar un correo electrónico sobre el proyecto,False,2024-04-02 18:52:25
659,Leer un libro,Compra los artículos de la lista,True,2023-07-30 18:52:25
660,Estudiar Angular,Enviar un correo electrónico sobre el proyecto,False,2023-10-05 18:52:25
661,Cocinar la cena,Llevar el coche al taller para revisión,False,2024-03-29 18:52:25
662,Pagar las facturas,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2024-04-14 18:52:25
663,Hacer ejercicio,Programa una cita para el chequeo anual,True,2023-11-01 18:52:25
664,Leer un libro,Pagar las facturas de servicios públicos,False,2023-11-26 18:52:25
665,Llamar al médico,Pagar las facturas de servicios públicos,True,2023-10-14 18:52:25
666,Llamar al médico,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-07-06 18:52:25
667,Ir al supermercado,Pagar las facturas de servicios públicos,False,2023-07-14 18:52:25
668,Llamar al médico,Llevar el coche al taller para revisión,True,2024-03-25 18:52:25
669,Pagar las facturas,Enviar un correo electrónico sobre el proyecto,True,2023-08-14 18:52:25
670,Estudiar Angular,"Limpiar la sala, cocina y baño",True,2024-03-03 18:52:25
671,Leer un libro,Compra los artículos de la lista,False,2023-12-01 18:52:25
672,Hacer ejercicio,Revisar las últimas actualizaciones de Angular,False,2023-10-29 18:52:25
673,Llamar al médico,Preparar una cena saludable,False,2023-11-08 18:52:25
674,Limpiar la casa,Llevar el coche al taller para revisión,True,2023-08-21 18:52:25
675,Llamar al médico,Preparar una cena saludable,True,2024-03-30 18:52:25
676,Estudiar Angular,Pagar las facturas de servicios públicos,False,2023-10-04 18:52:25
677,Estudiar Angular,Compra los artículos de la lista,False,2023-12-22 18:52:25
678,Ir al supermercado,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2024-05-16 18:52:25
679,Ir al supermercado,"Limpiar la sala, cocina y baño",True,2024-01-23 18:52:25
680,Leer un libro,Preparar una cena saludable,True,2024-06-12 18:52:25
681,Enviar correo a Juan,Leer al menos un capítulo del libro,False,2023-06-18 18:52:25
682,Estudiar Angular,Pagar las facturas de servicios públicos,False,2023-09-04 18:52:25
683,Cocinar la cena,Revisar las últimas actualizaciones de Angular,True,2023-08-10 18:52:25
684,Hacer ejercicio,Leer al menos un capítulo del libro,False,2023-07-19 18:52:25
685,Ir al supermercado,Pagar las facturas de servicios públicos,True,2023-08-31 18:52:25
686,Leer un libro,Pagar las facturas de servicios públicos,True,2024-01-20 18:52:25
687,Cocinar la cena,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-09-05 18:52:25
688,Hacer ejercicio,Llevar el coche al taller para revisión,False,2024-05-01 18:52:25
689,Pagar las facturas,Pagar las facturas de servicios públicos,True,2023-06-17 18:52:25
690,Hacer ejercicio,Llevar el coche al taller para revisión,True,2024-01-27 18:52:25
691,Pagar las facturas,"Limpiar la sala, cocina y baño",False,2023-08-13 18:52:25
692,Enviar correo a Juan,Revisar las últimas actualizaciones de Angular,True,2024-03-14 18:52:25
693,Hacer ejercicio,Enviar un correo electrónico sobre el proyecto,False,2023-07-02 18:52:25
694,Cocinar la cena,Enviar un correo electrónico sobre el proyecto,True,2024-02-09 18:52:25
695,Estudiar Angular,"Limpiar la sala, cocina y baño",True,2024-02-04 18:52:25
696,Pagar las facturas,Llevar el coche al taller para revisión,False,2023-12-19 18:52:25
697,Hacer ejercicio,Enviar un correo electrónico sobre el proyecto,False,2023-06-17 18:52:25
698,Limpiar la casa,Enviar un correo electrónico sobre el proyecto,False,2024-02-28 18:52:25
699,Revisar el coche,Preparar una cena saludable,False,2023-12-18 18:52:25
700,Enviar correo a Juan,"Limpiar la sala, cocina y baño",True,2024-02-08 18:52:25
701,Llamar al médico,Leer al menos un capítulo del libro,False,2023-08-06 18:52:25
702,Leer un libro,Enviar un correo electrónico sobre el proyecto,False,2023-12-19 18:52:25
703,Revisar el coche,Compra los artículos de la lista,False,2023-12-01 18:52:25
704,Ir al supermercado,Preparar una cena saludable,False,2023-11-05 18:52:25
705,Enviar correo a Juan,"Limpiar la sala, cocina y baño",False,2023-10-12 18:52:25
706,Estudiar Angular,"Limpiar la sala, cocina y baño",True,2024-01-30 18:52:25
707,Enviar correo a Juan,Programa una cita para el chequeo anual,False,2023-12-16 18:52:25
708,Cocinar la cena,Revisar las últimas actualizaciones de Angular,True,2024-03-27 18:52:25
709,Estudiar Angular,Enviar un correo electrónico sobre el proyecto,True,2024-04-28 18:52:25
710,Hacer ejercicio,Pagar las facturas de servicios públicos,False,2023-11-07 18:52:25
711,Pagar las facturas,Pagar las facturas de servicios públicos,True,2023-11-02 18:52:25
712,Limpiar la casa,Leer al menos un capítulo del libro,True,2023-12-16 18:52:25
713,Pagar las facturas,Preparar una cena saludable,True,2023-11-09 18:52:25
714,Estudiar Angular,Leer al menos un capítulo del libro,False,2023-06-18 18:52:25
715,Estudiar Angular,Leer al menos un capítulo del libro,False,2023-10-04 18:52:25
716,Cocinar la cena,Preparar una cena saludable,True,2023-08-07 18:52:25
717,Enviar correo a Juan,Preparar una cena saludable,True,2024-05-24 18:52:25
718,Estudiar Angular,Revisar las últimas actualizaciones de Angular,False,2023-08-20 18:52:25
719,Leer un libro,Leer al menos un capítulo del libro,True,2023-12-02 18:52:25
720,Ir al supermercado,Programa una cita para el chequeo anual,True,2023-11-01 18:52:25
721,Hacer ejercicio,Preparar una cena saludable,False,2023-08-27 18:52:25
722,Estudiar Angular,Programa una cita para el chequeo anual,True,2023-06-27 18:52:25
723,Llamar al médico,Revisar las últimas actualizaciones de Angular,False,2023-07-03 18:52:25
724,Leer un libro,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2024-02-09 18:52:25
725,Hacer ejercicio,Enviar un correo electrónico sobre el proyecto,True,2023-09-07 18:52:25
726,Ir al supermercado,Preparar una cena saludable,False,2024-05-21 18:52:25
727,Hacer ejercicio,Enviar un correo electrónico sobre el proyecto,True,2023-11-10 18:52:25
728,Ir al supermercado,Compra los artículos de la lista,False,2023-07-08 18:52:25
729,Hacer ejercicio,Programa una cita para el chequeo anual,True,2023-07-09 18:52:25
730,Enviar correo a Juan,Pagar las facturas de servicios públicos,True,2023-12-04 18:52:25
731,Revisar el coche,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2024-04-07 18:52:25
732,Llamar al médico,Enviar un correo electrónico sobre el proyecto,False,2023-10-12 18:52:25
733,Ir al supermercado,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-08-26 18:52:25
734,Ir al supermercado,Compra los artículos de la lista,False,2023-08-01 18:52:25
735,Estudiar Angular,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-10-16 18:52:25
736,Llamar al médico,Leer al menos un capítulo del libro,False,2023-11-20 18:52:25
737,Cocinar la cena,Enviar un correo electrónico sobre el proyecto,True,2024-01-05 18:52:25
738,Leer un libro,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-06-19 18:52:25
739,Ir al supermercado,Revisar las últimas actualizaciones de Angular,False,2023-08-01 18:52:25
740,Ir al supermercado,Compra los artículos de la lista,False,2023-10-04 18:52:25
741,Hacer ejercicio,Programa una cita para el chequeo anual,False,2024-04-30 18:52:25
742,Ir al supermercado,Compra los artículos de la lista,False,2023-09-19 18:52:25
743,Estudiar Angular,Revisar las últimas actualizaciones de Angular,False,2024-05-15 18:52:25
744,Hacer ejercicio,Preparar una cena saludable,True,2023-07-14 18:52:25
745,Revisar el coche,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-10-16 18:52:25
746,Enviar correo a Juan,Revisar las últimas actualizaciones de Angular,True,2023-07-21 18:52:25
747,Llamar al médico,Enviar un correo electrónico sobre el proyecto,False,2023-06-29 18:52:25
748,Enviar correo a Juan,Preparar una cena saludable,True,2024-04-29 18:52:25
749,Limpiar la casa,Programa una cita para el chequeo anual,True,2023-06-25 18:52:25
750,Limpiar la casa,Revisar las últimas actualizaciones de Angular,False,2024-04-02 18:52:25
751,Enviar correo a Juan,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2024-05-02 18:52:25
752,Estudiar Angular,Leer al menos un capítulo del libro,True,2023-08-11 18:52:25
753,Limpiar la casa,Llevar el coche al taller para revisión,False,2023-08-16 18:52:25
754,Limpiar la casa,Programa una cita para el chequeo anual,False,2024-06-09 18:52:25
755,Pagar las facturas,Leer al menos un capítulo del libro,False,2023-11-02 18:52:25
756,Leer un libro,Pagar las facturas de servicios públicos,True,2023-10-04 18:52:25
757,Revisar el coche,Compra los artículos de la lista,True,2024-03-17 18:52:25
758,Estudiar Angular,Enviar un correo electrónico sobre el proyecto,True,2024-02-24 18:52:25
759,Cocinar la cena,Compra los artículos de la lista,True,2023-07-04 18:52:25
760,Llamar al médico,Revisar las últimas actualizaciones de Angular,False,2023-09-13 18:52:25
761,Leer un libro,Programa una cita para el chequeo anual,False,2023-06-17 18:52:25
762,Llamar al médico,Programa una cita para el chequeo anual,True,2023-07-26 18:52:25
763,Hacer ejercicio,Leer al menos un capítulo del libro,False,2023-11-03 18:52:25
764,Revisar el coche,Programa una cita para el chequeo anual,True,2023-09-05 18:52:25
765,Ir al supermercado,Enviar un correo electrónico sobre el proyecto,True,2024-01-10 18:52:25
766,Hacer ejercicio,Llevar el coche al taller para revisión,True,2024-05-21 18:52:25
767,Estudiar Angular,Preparar una cena saludable,False,2023-07-23 18:52:25
768,Hacer ejercicio,Revisar las últimas actualizaciones de Angular,False,2024-03-01 18:52:25
769,Llamar al médico,Revisar las últimas actualizaciones de Angular,False,2024-04-19 18:52:25
770,Hacer ejercicio,Llevar el coche al taller para revisión,False,2023-08-22 18:52:25
771,Revisar el coche,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-07-16 18:52:25
772,Leer un libro,Preparar una cena saludable,True,2024-05-19 18:52:25
773,Ir al supermercado,Compra los artículos de la lista,False,2023-12-29 18:52:25
774,Estudiar Angular,Enviar un correo electrónico sobre el proyecto,True,2024-02-07 18:52:25
775,Ir al supermercado,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-08-29 18:52:25
776,Enviar correo a Juan,Leer al menos un capítulo del libro,False,2024-04-09 18:52:25
777,Estudiar Angular,Enviar un correo electrónico sobre el proyecto,False,2023-12-09 18:52:25
778,Pagar las facturas,"Limpiar la sala, cocina y baño",True,2023-06-28 18:52:25
779,Limpiar la casa,Llevar el coche al taller para revisión,False,2024-02-19 18:52:25
780,Llamar al médico,Revisar las últimas actualizaciones de Angular,False,2024-02-21 18:52:25
781,Estudiar Angular,Programa una cita para el chequeo anual,False,2024-05-13 18:52:25
782,Cocinar la cena,Enviar un correo electrónico sobre el proyecto,True,2023-10-19 18:52:25
783,Llamar al médico,Compra los artículos de la lista,False,2023-12-06 18:52:25
784,Estudiar Angular,Compra los artículos de la lista,True,2023-11-08 18:52:25
785,Leer un libro,Programa una cita para el chequeo anual,False,2024-03-22 18:52:25
786,Cocinar la cena,Compra los artículos de la lista,True,2024-05-19 18:52:25
787,Enviar correo a Juan,"Limpiar la sala, cocina y baño",True,2023-07-01 18:52:25
788,Enviar correo a Juan,"Limpiar la sala, cocina y baño",False,2023-12-30 18:52:25
789,Hacer ejercicio,Revisar las últimas actualizaciones de Angular,False,2024-03-18 18:52:25
790,Estudiar Angular,Programa una cita para el chequeo anual,True,2023-07-20 18:52:25
791,Enviar correo a Juan,Pagar las facturas de servicios públicos,True,2023-06-22 18:52:25
792,Cocinar la cena,Revisar las últimas actualizaciones de Angular,False,2023-12-08 18:52:25
793,Cocinar la cena,Llevar el coche al taller para revisión,True,2023-09-29 18:52:25
794,Hacer ejercicio,Revisar las últimas actualizaciones de Angular,True,2023-09-17 18:52:25
795,Leer un libro,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-10-09 18:52:25
796,Limpiar la casa,"Limpiar la sala, cocina y baño",True,2023-09-13 18:52:25
797,Revisar el coche,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-08-08 18:52:25
798,Leer un libro,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-08-25 18:52:25
799,Hacer ejercicio,Llevar el coche al taller para revisión,True,2024-04-14 18:52:25
800,Hacer ejercicio,Enviar un correo electrónico sobre el proyecto,True,2023-12-24 18:52:25
801,Leer un libro,Preparar una cena saludable,True,2023-11-18 18:52:25
802,Enviar correo a Juan,Programa una cita para el chequeo anual,False,2023-08-22 18:52:25
803,Revisar el coche,Pagar las facturas de servicios públicos,False,2023-11-01 18:52:25
804,Estudiar Angular,Preparar una cena saludable,True,2024-06-04 18:52:25
805,Cocinar la cena,Pagar las facturas de servicios públicos,False,2024-05-31 18:52:25
806,Revisar el coche,Programa una cita para el chequeo anual,False,2023-12-08 18:52:25
807,Ir al supermercado,Revisar las últimas actualizaciones de Angular,False,2023-12-23 18:52:25
808,Limpiar la casa,Pagar las facturas de servicios públicos,True,2023-10-07 18:52:25
809,Enviar correo a Juan,Preparar una cena saludable,False,2023-08-30 18:52:25
810,Cocinar la cena,Preparar una cena saludable,True,2023-11-06 18:52:25
811,Pagar las facturas,Leer al menos un capítulo del libro,False,2023-12-27 18:52:25
812,Ir al supermercado,Llevar el coche al taller para revisión,False,2023-06-20 18:52:25
813,Pagar las facturas,Revisar las últimas actualizaciones de Angular,True,2023-12-16 18:52:25
814,Llamar al médico,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-11-28 18:52:25
815,Revisar el coche,Programa una cita para el chequeo anual,True,2024-02-01 18:52:25
816,Llamar al médico,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2024-02-16 18:52:25
817,Enviar correo a Juan,Revisar las últimas actualizaciones de Angular,True,2023-12-23 18:52:25
818,Leer un libro,"Limpiar la sala, cocina y baño",True,2023-11-30 18:52:25
819,Limpiar la casa,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-08-22 18:52:25
820,Enviar correo a Juan,Leer al menos un capítulo del libro,False,2023-07-11 18:52:25
821,Cocinar la cena,Leer al menos un capítulo del libro,False,2024-01-27 18:52:25
822,Limpiar la casa,"Limpiar la sala, cocina y baño",True,2023-12-17 18:52:25
823,Llamar al médico,Enviar un correo electrónico sobre el proyecto,False,2024-06-07 18:52:25
824,Leer un libro,Enviar un correo electrónico sobre el proyecto,True,2024-04-04 18:52:25
825,Pagar las facturas,Pagar las facturas de servicios públicos,True,2023-07-25 18:52:25
826,Leer un libro,Pagar las facturas de servicios públicos,False,2024-03-08 18:52:25
827,Hacer ejercicio,Llevar el coche al taller para revisión,False,2024-01-23 18:52:25
828,Estudiar Angular,Llevar el coche al taller para revisión,False,2023-11-25 18:52:25
829,Leer un libro,Revisar las últimas actualizaciones de Angular,True,2023-12-04 18:52:25
830,Llamar al médico,Leer al menos un capítulo del libro,False,2023-11-08 18:52:25
831,Revisar el coche,Llevar el coche al taller para revisión,False,2024-03-30 18:52:25
832,Enviar correo a Juan,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-11-26 18:52:25
833,Limpiar la casa,Leer al menos un capítulo del libro,True,2023-11-17 18:52:25
834,Llamar al médico,Pagar las facturas de servicios públicos,False,2023-10-12 18:52:25
835,Cocinar la cena,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-08-30 18:52:25
836,Hacer ejercicio,Compra los artículos de la lista,False,2023-07-16 18:52:25
837,Ir al supermercado,Enviar un correo electrónico sobre el proyecto,False,2023-08-21 18:52:25
838,Revisar el coche,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-09-24 18:52:25
839,Pagar las facturas,Llevar el coche al taller para revisión,False,2023-09-12 18:52:25
840,Revisar el coche,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-12-28 18:52:25
841,Pagar las facturas,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-09-02 18:52:25
842,Enviar correo a Juan,Enviar un correo electrónico sobre el proyecto,True,2023-10-09 18:52:25
843,Leer un libro,Revisar las últimas actualizaciones de Angular,False,2023-08-06 18:52:25
844,Ir al supermercado,Compra los artículos de la lista,True,2024-01-23 18:52:25
845,Estudiar Angular,Programa una cita para el chequeo anual,True,2023-06-17 18:52:25
846,Cocinar la cena,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-11-15 18:52:25
847,Hacer ejercicio,Enviar un correo electrónico sobre el proyecto,True,2024-03-09 18:52:25
848,Hacer ejercicio,Preparar una cena saludable,False,2024-03-23 18:52:25
849,Estudiar Angular,Pagar las facturas de servicios públicos,True,2024-03-15 18:52:25
850,Cocinar la cena,Revisar las últimas actualizaciones de Angular,True,2023-09-19 18:52:25
851,Enviar correo a Juan,Preparar una cena saludable,False,2024-03-16 18:52:25
852,Hacer ejercicio,Enviar un correo electrónico sobre el proyecto,False,2023-12-13 18:52:25
853,Pagar las facturas,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2024-03-08 18:52:25
854,Ir al supermercado,Programa una cita para el chequeo anual,True,2023-09-15 18:52:25
855,Ir al supermercado,Leer al menos un capítulo del libro,False,2024-01-26 18:52:25
856,Cocinar la cena,Preparar una cena saludable,False,2023-07-11 18:52:25
857,Ir al supermercado,Programa una cita para el chequeo anual,False,2024-04-05 18:52:25
858,Revisar el coche,Leer al menos un capítulo del libro,False,2023-11-23 18:52:25
859,Estudiar Angular,Leer al menos un capítulo del libro,False,2024-05-13 18:52:25
860,Hacer ejercicio,Pagar las facturas de servicios públicos,False,2024-02-17 18:52:25
861,Pagar las facturas,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-08-19 18:52:25
862,Llamar al médico,"Limpiar la sala, cocina y baño",False,2024-05-23 18:52:25
863,Leer un libro,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2024-02-11 18:52:25
864,Estudiar Angular,Programa una cita para el chequeo anual,False,2024-02-21 18:52:25
865,Enviar correo a Juan,Enviar un correo electrónico sobre el proyecto,False,2024-03-26 18:52:25
866,Pagar las facturas,Leer al menos un capítulo del libro,False,2024-04-09 18:52:25
867,Enviar correo a Juan,Preparar una cena saludable,False,2024-02-25 18:52:25
868,Revisar el coche,Leer al menos un capítulo del libro,False,2023-11-20 18:52:25
869,Estudiar Angular,Leer al menos un capítulo del libro,True,2024-04-22 18:52:25
870,Cocinar la cena,Programa una cita para el chequeo anual,False,2024-04-17 18:52:25
871,Ir al supermercado,Revisar las últimas actualizaciones de Angular,False,2024-05-07 18:52:25
872,Llamar al médico,"Limpiar la sala, cocina y baño",True,2023-06-28 18:52:25
873,Hacer ejercicio,Programa una cita para el chequeo anual,False,2023-10-22 18:52:25
874,Cocinar la cena,Programa una cita para el chequeo anual,True,2023-12-04 18:52:25
875,Leer un libro,Compra los artículos de la lista,False,2024-06-01 18:52:25
876,Hacer ejercicio,Pagar las facturas de servicios públicos,False,2024-06-07 18:52:25
877,Estudiar Angular,Llevar el coche al taller para revisión,True,2023-10-05 18:52:25
878,Revisar el coche,Leer al menos un capítulo del libro,False,2024-01-11 18:52:25
879,Limpiar la casa,"Limpiar la sala, cocina y baño",True,2023-10-30 18:52:25
880,Enviar correo a Juan,Leer al menos un capítulo del libro,True,2023-09-14 18:52:25
881,Enviar correo a Juan,Llevar el coche al taller para revisión,True,2023-10-28 18:52:25
882,Enviar correo a Juan,Preparar una cena saludable,False,2024-01-22 18:52:25
883,Llamar al médico,Revisar las últimas actualizaciones de Angular,False,2023-07-29 18:52:25
884,Llamar al médico,Programa una cita para el chequeo anual,True,2024-03-12 18:52:25
885,Revisar el coche,Pagar las facturas de servicios públicos,True,2023-07-22 18:52:25
886,Estudiar Angular,Revisar las últimas actualizaciones de Angular,True,2024-01-17 18:52:25
887,Pagar las facturas,"Limpiar la sala, cocina y baño",False,2024-04-11 18:52:25
888,Ir al supermercado,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-08-23 18:52:25
889,Limpiar la casa,Compra los artículos de la lista,False,2023-12-10 18:52:25
890,Pagar las facturas,Programa una cita para el chequeo anual,False,2023-11-05 18:52:25
891,Limpiar la casa,Pagar las facturas de servicios públicos,True,2023-11-08 18:52:25
892,Leer un libro,Programa una cita para el chequeo anual,False,2024-05-15 18:52:25
893,Revisar el coche,"Limpiar la sala, cocina y baño",False,2024-05-09 18:52:25
894,Llamar al médico,Leer al menos un capítulo del libro,True,2024-05-18 18:52:25
895,Enviar correo a Juan,Programa una cita para el chequeo anual,False,2023-08-02 18:52:25
896,Hacer ejercicio,Pagar las facturas de servicios públicos,False,2024-01-03 18:52:25
897,Ir al supermercado,Llevar el coche al taller para revisión,False,2024-02-03 18:52:25
898,Leer un libro,Pagar las facturas de servicios públicos,False,2023-10-17 18:52:25
899,Hacer ejercicio,Compra los artículos de la lista,False,2023-11-06 18:52:25
900,Hacer ejercicio,Pagar las facturas de servicios públicos,False,2023-08-28 18:52:25
901,Enviar correo a Juan,Compra los artículos de la lista,True,2023-12-03 18:52:25
902,Enviar correo a Juan,Preparar una cena saludable,False,2023-11-22 18:52:25
903,Llamar al médico,Revisar las últimas actualizaciones de Angular,True,2024-04-14 18:52:25
904,Llamar al médico,Compra los artículos de la lista,False,2024-03-04 18:52:25
905,Llamar al médico,Compra los artículos de la lista,True,2024-02-05 18:52:25
906,Estudiar Angular,Programa una cita para el chequeo anual,False,2023-12-29 18:52:25
907,Leer un libro,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2024-03-21 18:52:25
908,Llamar al médico,Llevar el coche al taller para revisión,True,2023-10-30 18:52:25
909,Cocinar la cena,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-07-23 18:52:25
910,Revisar el coche,Compra los artículos de la lista,False,2024-03-03 18:52:25
911,Llamar al médico,Pagar las facturas de servicios públicos,False,2024-01-27 18:52:25
912,Pagar las facturas,Pagar las facturas de servicios públicos,False,2024-04-01 18:52:25
913,Hacer ejercicio,Programa una cita para el chequeo anual,True,2024-05-16 18:52:25
914,Estudiar Angular,Programa una cita para el chequeo anual,False,2024-03-25 18:52:25
915,Leer un libro,Enviar un correo electrónico sobre el proyecto,False,2024-04-08 18:52:25
916,Ir al supermercado,Enviar un correo electrónico sobre el proyecto,True,2023-07-05 18:52:25
917,Llamar al médico,"Limpiar la sala, cocina y baño",False,2023-09-14 18:52:25
918,Estudiar Angular,Preparar una cena saludable,False,2024-04-19 18:52:25
919,Limpiar la casa,Enviar un correo electrónico sobre el proyecto,True,2023-06-15 18:52:25
920,Ir al supermercado,Revisar las últimas actualizaciones de Angular,True,2023-10-20 18:52:25
921,Cocinar la cena,"Limpiar la sala, cocina y baño",True,2024-03-22 18:52:25
922,Ir al supermercado,Llevar el coche al taller para revisión,False,2024-04-17 18:52:25
923,Pagar las facturas,Pagar las facturas de servicios públicos,False,2024-03-18 18:52:25
924,Enviar correo a Juan,Leer al menos un capítulo del libro,False,2024-05-17 18:52:25
925,Revisar el coche,Preparar una cena saludable,True,2023-08-12 18:52:25
926,Pagar las facturas,Pagar las facturas de servicios públicos,False,2024-01-29 18:52:25
927,Ir al supermercado,Programa una cita para el chequeo anual,True,2023-10-24 18:52:25
928,Limpiar la casa,Programa una cita para el chequeo anual,False,2023-12-27 18:52:25
929,Leer un libro,Programa una cita para el chequeo anual,False,2023-12-07 18:52:25
930,Leer un libro,"Limpiar la sala, cocina y baño",False,2024-04-21 18:52:25
931,Estudiar Angular,Preparar una cena saludable,False,2023-09-18 18:52:25
932,Estudiar Angular,Enviar un correo electrónico sobre el proyecto,False,2023-07-10 18:52:25
933,Limpiar la casa,Compra los artículos de la lista,True,2024-02-12 18:52:25
934,Leer un libro,Leer al menos un capítulo del libro,True,2024-05-09 18:52:25
935,Cocinar la cena,Ir al gimnasio o hacer una rutina de ejercicios en casa,True,2023-11-16 18:52:25
936,Cocinar la cena,Llevar el coche al taller para revisión,False,2023-10-13 18:52:25
937,Hacer ejercicio,Programa una cita para el chequeo anual,False,2023-11-15 18:52:25
938,Enviar correo a Juan,Pagar las facturas de servicios públicos,False,2024-05-17 18:52:25
939,Enviar correo a Juan,Revisar las últimas actualizaciones de Angular,False,2023-08-31 18:52:25
940,Cocinar la cena,Llevar el coche al taller para revisión,False,2024-01-17 18:52:25
941,Cocinar la cena,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2024-05-29 18:52:25
942,Leer un libro,Compra los artículos de la lista,True,2023-07-17 18:52:25
943,Enviar correo a Juan,Compra los artículos de la lista,True,2023-07-20 18:52:25
944,Pagar las facturas,Llevar el coche al taller para revisión,False,2023-06-21 18:52:25
945,Enviar correo a Juan,Leer al menos un capítulo del libro,True,2023-12-18 18:52:25
946,Cocinar la cena,Ir al gimnasio o hacer una rutina de ejercicios en casa,False,2023-08-23 18:52:25
947,Pagar las facturas,Leer al menos un capítulo del libro,True,2024-03-30 18:52:25
948,Ir al supermercado,Revisar las últimas actualizaciones de Angular,False,2023-10-15 18:52:25
949,Limpiar la casa,Programa una cita para el chequeo anual,True,2024-05-20 18:52:25
950,Llamar al médico,Preparar una cena saludable,True,2023-09-22 18:52:25
951,Cocinar la cena,Programa una cita para el chequeo anual,True,2023-12-16 18:52:25
952,Enviar correo a Juan,Pagar las facturas de servicios públicos,True,2023-08-30 18:52:25
953,Cocinar la cena,Preparar una cena saludable,False,2024-01-22 18:52:25
954,Llamar al médico,Llevar el coche al taller para revisión,False,2023-09-21 18:52:25
955,Limpiar la casa,Llevar el coche al taller para revisión,False,2023-12-29 18:52:25
956,Hacer ejercicio,Preparar una cena saludable,False,2023-12-27 18:52:25
957,Hacer ejercicio,Llevar el coche al taller para revisión,True,2024-04-08 18:52:25
958,Limpiar la casa,Enviar un correo electrónico sobre el proyecto,False,2023-08-31 18:52:25
959,Enviar correo a Juan,Revisar las últimas actualizaciones de Angular,False,2024-06-11 18:52:25
960,Enviar correo a Juan,Leer al menos un capítulo del libro,True,2024-05-31 18:52:25
961,Enviar correo a Juan,Leer al menos un capítulo del libro,False,2024-03-22 18:52:25
962,Hacer ejercicio,"Limpiar la sala, cocina y baño",False,2023-09-20 18:52:25
963,Enviar correo a Juan,Leer al menos un capítulo del libro,False,2023-07-24 18:52:25
964,Llamar al médico,Compra los artículos de la lista,False,2023-07-27 18:52:25
965,Leer un libro,Leer al menos un capítulo del libro,False,2023-12-12 18:52:25
966,Pagar las facturas,Compra los artículos de la lista,True,2023-08-23 18:52:25
967,Enviar correo a Juan,Leer al menos un capítulo del libro,True,2023-06-23 18:52:25
968,Pagar las facturas,"Limpiar la sala, cocina y baño",False,2024-04-29 18:52:25
969,Enviar correo a Juan,Programa una cita para el chequeo anual,True,2023-10-04 18:52:25
970,Cocinar la cena,Compra los artículos de la lista,False,2023-11-20 18:52:25
971,Cocinar la cena,Programa una cita para el chequeo anual,True,2023-08-01 18:52:25
972,Estudiar Angular,Leer al menos un capítulo del libro,False,2023-10-14 18:52:25
973,Revisar el coche,Pagar las facturas de servicios públicos,False,2023-08-24 18:52:25
974,Pagar las facturas,Preparar una cena saludable,True,2023-11-10 18:52:25
975,Revisar el coche,Pagar las facturas de servicios públicos,True,2024-05-19 18:52:25
976,Estudiar Angular,Llevar el coche al taller para revisión,True,2024-01-18 18:52:25
977,Cocinar la cena,Llevar el coche al taller para revisión,True,2023-12-07 18:52:25
978,Llamar al médico,Enviar un correo electrónico sobre el proyecto,True,2023-08-27 18:52:25
979,Llamar al médico,Pagar las facturas de servicios públicos,True,2024-03-21 18:52:25
980,Leer un libro,Enviar un correo electrónico sobre el proyecto,True,2023-10-21 18:52:25
